"","Player","Squad","Comp","Age","DOB","TmPos","Nation","player_num","player_foot","player_height_mtrs","player_market_value_euro","Season_End_Year","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast.x","G+A","G_minus_PK","PK","PKatt","CrdY.x","CrdR.x","xG_Expected.x","npxG_Expected.x","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Mins_Per_90.x","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int.x","Tkl+Int","Clr","Err","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Url","PlayerFBref","UrlTmarkt"
"21","Ablie Jallow","Metz","Ligue 1",25,1998-11-14,"Right Winger","GAM","36","left","1.66",2e+06,2024,17,10,918,10.2,3,2,5,2,1,1,1,0,2,1.2,1,2.2,29,42,53,0.29,0.2,0.49,0.2,0.39,0.19,0.1,0.29,0.12,0.22,10.2,3,17,6,35.3,1.67,0.59,0.12,0.33,21.7,1,1,1,0.07,1,0.8,248,318,78,4487,1116,112,138,81.2,97,120,80.8,30,46,65.2,1,0.7,1,12,22,10,0,42,318,295,21,6,2,8,23,2,12,8,3,0,248,2,7,30,2.94,19,6,2,1,2,0,7,0.69,6,1,0,0,0,0,8,5,2,3,3,3,5,60,2,4,0,4,8,16,3,0,419,4,56,226,151,15,418,38,16,42.1,21,55.3,324,2436,1153,29,27,3,21,14,304,53,54,30,10,75,1,7,24,4,0.53,13,20,-7,-0.69,-0.01,10.7,16.9,-6.1,-0.6,0,8,14,0,23,5,0,0,0,49,5,18,21.7,"https://fbref.com/en/players/1bc6135b/Ablie-Jallow","Ablie Jallow","https://www.transfermarkt.com/ablie-jallow/profil/spieler/366045"
"22","Abner","Betis","La Liga",24,2000-05-27,"Left-Back","BRA","20","left","1.81",7e+06,2024,23,15,1400,15.6,0,1,1,0,0,0,3,0,0.1,0.1,1,1.1,14,33,58,0,0.06,0.06,0,0.06,0.01,0.06,0.07,0.01,0.07,15.6,0,4,0,0,0.26,0,0,0,15.4,0,0,0,0.03,-0.1,-0.1,615,797,77.2,9211,4552,351,394,89.1,203,265,76.6,37,79,46.8,1,1,0,8,20,7,2,33,797,628,165,7,0,3,26,158,0,0,0,0,615,4,23,14,0.9,13,0,0,1,0,0,0,0,0,0,0,0,0,0,25,19,15,9,1,17,34,50,17,23,5,18,15,40,62,0,966,72,344,405,226,28,966,13,7,53.8,5,38.5,447,1802,949,14,10,5,18,11,502,58,61,40.9,15,82,12,8,22,10,1.61,20,20,0,0,-0.13,17.2,27.2,-9.9,-0.64,0,16,2,2,26,19,0,1,0,79,14,10,58.3,"https://fbref.com/en/players/7f9c5d2d/Abner","Abner","https://www.transfermarkt.com/abner/profil/spieler/646402"
"23","Aboubacar Ali Abdallah","Strasbourg","Ligue 1",18,2006-04-02,"Centre-Forward","COM","-","right","1.83",150000,2024,9,1,130,1.4,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.3,3,3,12,0,0.69,0.69,0,0.69,0.17,0.05,0.22,0.17,0.22,1.4,0,4,2,50,2.77,1.38,0,0,19.4,0,0,0,0.06,-0.2,-0.2,22,34,64.7,287,51,14,19,73.7,7,12,58.3,0,0,0,0.1,0.1,0.9,1,4,1,0,3,34,34,0,0,0,0,6,0,0,0,0,0,22,0,1,1,0.69,1,0,0,0,0,0,1,0.69,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,1,3,2,0,56,1,4,19,35,7,56,3,1,33.3,2,66.7,41,312,79,3,1,1,4,2,36,12,14,4.2,1,59,0,8,9,2,1.33,1,4,-3,-2.08,-1.8,2.3,1.8,0.5,0.36,0,4,1,0,6,0,0,0,0,5,1,5,16.7,"https://fbref.com/en/players/133d2aa5/Aboubacar-Ali","Aboubacar Ali","https://www.transfermarkt.com/aboubacar-ali-abdallah/profil/spieler/1010855"
"24","Achraf Dari","Brest","Ligue 1",25,1999-05-06,"Centre-Back","MAR","4","right","1.88",2e+06,2024,4,1,121,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,1.3,0,1,1,100,0.74,0.74,0,0,14.4,0,0,0,0.05,0,0,73,85,85.9,1773,564,11,14,78.6,45,47,95.7,17,23,73.9,0,0,0,0,4,0,0,8,85,83,2,2,0,0,0,0,0,0,0,0,73,0,0,1,0.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,2,2,0,2,5,6,9,1,103,12,54,46,3,1,103,0,0,0,0,0,71,330,155,0,0,0,2,0,63,0,30,4,1,90,1,3,10,11,1,0,2,-2,-1.49,-2.13,0.9,2.6,-1.7,-1.23,0,2,1,0,0,1,0,0,0,9,4,0,100,"https://fbref.com/en/players/5069b796/Achraf-Dari","Achraf Dari","https://www.transfermarkt.com/achraf-dari/profil/spieler/566823"
"25","Achraf Hakimi","Paris S-G","Ligue 1",25,1998-11-04,"Right-Back","MAR","2","right","1.81",6e+07,2024,25,20,1932,21.5,4,5,9,4,0,0,3,0,4.2,4.2,5.2,9.4,84,218,230,0.19,0.23,0.42,0.19,0.42,0.2,0.24,0.44,0.2,0.44,21.5,4,42,12,28.6,1.96,0.56,0.1,0.33,19.8,9,0,0,0.1,-0.2,-0.2,1712,1979,86.5,25356,8074,948,1030,92,613,696,88.1,77,125,61.6,5.2,4.2,-0.2,43,153,45,13,218,1979,1773,203,29,4,6,79,160,14,1,7,0,1712,3,42,93,4.33,79,1,2,5,5,1,14,0.65,13,0,0,1,0,0,29,19,14,9,6,17,34,50,17,28,4,24,12,41,28,2,2217,68,425,976,835,67,2217,57,27,47.4,30,52.6,1762,9215,4942,84,78,22,33,33,1679,230,77,63.1,20,88,17,5,33,3,2.04,52,24,28,1.3,-0.29,45.5,26.6,18.8,0.88,0,22,26,3,79,19,0,1,0,142,9,12,42.9,"https://fbref.com/en/players/e42d61c7/Achraf-Hakimi","Achraf Hakimi","https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073"
"26","Adam Davies","Sheffield Utd","Premier League",31,1992-07-17,"Goalkeeper","WAL","1","right","1.85",5e+05,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/71894777/Adam-Davies","Adam Davies","https://www.transfermarkt.com/adam-davies/profil/spieler/121254"
"27","Adam Hlozek","Leverkusen","Bundesliga",21,2002-07-25,"Left Winger","CZE","23","right","1.88",1.2e+07,2024,23,5,459,5.1,2,3,5,2,0,0,1,0,3.1,3.1,0.9,4,14,13,33,0.39,0.59,0.98,0.39,0.98,0.6,0.18,0.78,0.6,0.78,5.1,2,18,6,33.3,3.53,1.18,0.11,0.33,14.6,0,0,0,0.17,-1.1,-1.1,123,152,80.9,1739,280,78,88,88.6,34,42,81,6,8,75,0.9,1.2,2.1,9,5,2,0,13,152,151,1,0,0,0,0,1,0,0,0,0,123,0,4,16,3.14,12,0,1,3,0,0,4,0.78,4,0,0,0,0,0,10,4,2,4,4,3,7,42.9,4,4,1,3,2,12,1,0,222,4,21,99,105,29,222,14,4,28.6,9,64.3,135,812,386,14,9,5,10,13,177,33,20,15,5,71,1,18,6,7,2.83,13,3,10,1.96,0.06,13.4,4.8,8.6,1.68,0,8,7,1,0,4,0,0,0,20,8,10,44.4,"https://fbref.com/en/players/5521f419/Adam-Hlozek","Adam Hložek","https://www.transfermarkt.com/adam-hlozek/profil/spieler/552057"
"28","Adam Jakubech","Lille","Ligue 1",27,1997-01-02,"Goalkeeper","SVK","16","right","1.88",2e+05,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e6951f76/Adam-Jakubech","Adam Jakubech","https://www.transfermarkt.com/adam-jakubech/profil/spieler/258267"
"29","Adam Lallana","Brighton","Premier League",36,1988-05-10,"Attacking Midfield","ENG","14","both","1.72",1e+06,2024,25,13,850,9.4,0,1,1,0,0,0,2,0,0.8,0.8,1.7,2.5,9,39,55,0,0.11,0.11,0,0.11,0.09,0.18,0.27,0.09,0.27,9.4,0,11,2,18.2,1.16,0.21,0,0,17.8,0,0,0,0.08,-0.8,-0.8,451,509,88.6,4936,1088,326,352,92.6,78,90,86.7,7,8,87.5,1.7,2,-0.7,15,21,16,1,39,509,491,15,5,3,0,7,0,4,0,0,0,451,3,9,28,2.96,27,0,0,0,1,0,1,0.11,1,0,0,0,0,0,8,3,4,4,0,0,4,0,4,2,1,1,3,11,1,0,574,5,80,268,229,44,574,13,3,23.1,9,69.2,354,1310,483,9,12,4,14,18,491,55,34,24.9,13,53,0,12,13,8,1.24,12,13,-1,-0.11,0.1,10.9,11.7,-0.8,-0.08,0,8,11,2,7,3,0,0,0,22,3,5,37.5,"https://fbref.com/en/players/99813635/Adam-Lallana","Adam Lallana","https://www.transfermarkt.com/adam-lallana/profil/spieler/43530"
"30","Adam Marusic","Lazio","Serie A",31,1992-10-17,"Right-Back","MNE","77","right","1.85",5e+06,2024,37,37,3100,34.4,1,0,1,1,0,0,3,1,0.4,0.4,0.8,1.2,35,118,108,0.03,0,0.03,0.03,0.03,0.01,0.02,0.04,0.01,0.04,34.4,1,8,3,37.5,0.23,0.09,0.13,0.33,19.9,0,0,0,0.05,0.6,0.6,1560,1880,83,24140,9157,843,935,90.2,582,704,82.7,89,159,56,0.8,1.1,-0.8,10,110,24,11,118,1880,1575,304,20,0,4,44,284,0,0,0,0,1560,1,27,34,0.99,29,1,2,1,1,0,2,0.06,2,0,0,0,0,0,45,31,24,19,2,27,49,55.1,22,27,7,20,29,74,63,2,2103,102,695,1028,391,22,2103,32,14,43.8,14,43.8,979,4378,2368,35,31,3,24,5,1334,108,84,90.6,37,84,29,0,0,0,1.65,47,34,13,0.38,1.22,42.2,37.9,4.3,0.12,0,24,10,4,44,31,0,1,0,154,32,33,49.2,"https://fbref.com/en/players/d4535821/Adam-Marusic","Adam Marušić","https://www.transfermarkt.com/adam-marusic/profil/spieler/239802"
"31","Adam Masina","Torino & Udinese","Serie A",30,1994-01-02,"Left-Back","MAR","5 & 3","left","1.91",1500000,2024,20,11,1088,12.1,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,3,43,9,0,0,0,0,0,0.1,0.02,0.12,0.1,0.12,12.1,0,6,2,120,1.85,1.5,0,0,35.3,0,0,0,0.11,-0.3,-0.3,579,682,158.7,10014,4186,248,274,171.1,283,326,175.7,39,65,110.7,0.2,0.4,-0.2,3,35,4,0,43,682,647,34,8,0,1,4,20,0,0,0,0,579,1,3,12,3.74,9,0,0,1,0,2,0,0,0,0,0,0,0,0,21,12,10,10,1,7,24,75,17,14,7,7,13,34,35,0,789,101,422,323,49,8,789,1,1,100,0,0,452,1853,838,3,4,0,6,7,524,9,80,31.8,11,132,7,9,32,10,2.56,10,14,-4,-2.99,-2.69,10,14.1,-4.1,-2.86,0,21,5,0,4,12,0,1,0,54,26,15,141.1,"https://fbref.com/en/players/de0f152c/Adam-Masina","Adam Masina","https://www.transfermarkt.com/adam-masina/profil/spieler/286949"
"32","Adam Obert","Cagliari","Serie A",21,2002-08-23,"Centre-Back","SVK","33","left","1.88",3500000,2024,17,10,941,10.5,0,0,0,0,0,0,1,0,0.1,0.1,0.9,1.1,14,37,5,0,0,0,0,0,0.01,0.09,0.1,0.01,0.1,10.5,0,3,3,100,0.29,0.29,0,0,18.8,0,0,0,0.05,-0.1,-0.1,372,474,78.5,7539,2700,144,162,88.9,169,197,85.8,57,100,57,0.9,0.7,-0.9,6,40,10,6,37,474,429,43,17,1,14,15,24,2,0,2,0,372,2,11,16,1.53,15,1,0,0,0,0,4,0.38,4,0,0,0,0,0,17,9,8,8,1,8,17,47.1,9,13,7,6,21,38,41,1,587,61,256,281,52,3,587,5,3,60,1,20,283,1533,857,14,6,1,9,2,322,5,55,27.5,10,85,7,7,14,21,0.65,10,32,-22,-2.1,-1.96,12,20.7,-8.8,-0.84,0,14,4,0,15,9,0,0,0,54,14,18,43.8,"https://fbref.com/en/players/aa25ce92/Adam-Obert","Adam Obert","https://www.transfermarkt.com/adam-obert/profil/spieler/568333"
"33","Adam Ounas","Lille","Ligue 1",27,1996-11-11,"Right Winger","ALG","11","left","1.72",4e+06,2024,17,3,418,4.6,1,0,1,1,0,0,0,0,0.6,0.6,1.9,2.6,20,20,40,0.22,0,0.22,0.22,0.22,0.14,0.41,0.55,0.14,0.55,4.6,1,9,3,33.3,1.94,0.65,0.11,0.33,18.6,1,0,0,0.07,0.4,0.4,138,194,71.1,2338,766,70,84,83.3,47,64,73.4,16,29,55.2,1.9,1.8,-1.9,13,7,11,5,20,194,181,12,2,2,1,22,2,8,5,1,0,138,1,4,28,6.04,17,1,4,2,4,0,1,0.22,0,0,0,1,0,0,4,3,2,2,0,2,7,28.6,5,2,0,2,6,10,1,0,253,2,27,102,133,15,253,25,16,64,6,24,198,1328,616,20,12,8,13,16,183,40,25,13.7,3,73,1,14,14,1,1.76,10,6,4,0.86,0.38,11.1,6.9,4.2,0.9,0,3,12,1,22,3,1,0,0,27,6,6,50,"https://fbref.com/en/players/ed90babd/Adam-Ounas","Adam Ounas","https://www.transfermarkt.com/adam-ounas/profil/spieler/400485"
"34","Adam Smith","Bournemouth","Premier League",33,1991-04-29,"Right-Back","ENG","15","right","1.74",1e+06,2024,28,25,2150,23.9,0,2,2,0,0,0,6,0,0.1,0.1,1.3,1.4,24,89,28,0,0.08,0.08,0,0.08,0,0.05,0.06,0,0.06,23.9,0,2,0,0,0.08,0,0,0,26.9,0,0,0,0.03,-0.1,-0.1,782,1025,76.3,12722,5225,397,443,89.6,325,401,81,51,141,36.2,1.3,1.7,0.7,17,58,23,17,89,1025,793,229,14,3,1,39,215,0,0,0,0,782,3,26,31,1.3,26,4,0,0,1,0,5,0.21,5,0,0,0,0,0,37,23,18,11,8,19,39,48.7,20,28,11,17,21,58,62,0,1229,92,404,537,295,11,1229,15,4,26.7,8,53.3,521,2455,1022,24,22,3,14,7,580,28,77,62.9,25,85,15,3,12,6,1.61,39,33,6,0.25,1.6,37.6,31.6,6,0.25,0,30,22,1,39,23,0,2,0,92,18,22,45,"https://fbref.com/en/players/20b104bc/Adam-Smith","Adam Smith","https://www.transfermarkt.com/adam-smith/profil/spieler/61841"
"35","Adam Webster","Brighton","Premier League",29,1995-01-04,"Centre-Back","ENG","4","right","1.9",2e+07,2024,15,13,1144,12.7,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,16,80,2,0,0,0,0,0,0.03,0.01,0.05,0.03,0.05,12.7,0,8,0,0,0.63,0,0,0,9.9,0,0,0,0.05,-0.4,-0.4,997,1096,91,16938,5838,428,462,92.6,495,529,93.6,56,79,70.9,0.1,0.3,-0.1,5,92,4,0,80,1096,1063,31,23,1,4,1,7,0,0,0,0,997,2,2,14,1.1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,14,12,8,5,1,6,18,33.3,12,16,12,4,16,30,43,1,1201,106,495,625,86,14,1201,2,0,0,2,100,814,4073,2357,16,16,0,5,2,903,2,76,33.5,13,85,11,2,18,12,1.13,16,22,-6,-0.47,-0.43,21.9,17.5,4.5,0.35,0,9,3,0,1,12,0,0,1,63,33,13,71.7,"https://fbref.com/en/players/c40b6180/Adam-Webster","Adam Webster","https://www.transfermarkt.com/adam-webster/profil/spieler/212847"
"36","Adam Wharton","Crystal Palace","Premier League",20,2004-02-06,"Central Midfield","ENG","20","left","1.82",3e+07,2024,16,15,1297,14.4,0,3,3,0,0,0,2,0,0.3,0.3,2.4,2.8,14,79,10,0,0.21,0.21,0,0.21,0.02,0.17,0.19,0.02,0.19,14.4,0,10,1,10,0.69,0.07,0,0,24.2,0,0,0,0.03,-0.3,-0.3,464,596,77.9,8091,2486,209,244,85.7,199,234,85,45,80,56.3,2.4,1.5,0.6,21,51,16,3,79,596,553,34,13,3,2,25,0,15,7,4,0,464,9,11,37,2.57,30,7,0,0,0,0,5,0.35,5,0,0,0,0,0,48,32,18,22,8,23,46,50,23,17,3,14,20,68,24,1,742,29,143,426,183,4,742,7,3,42.9,2,28.6,346,1441,723,14,23,0,12,12,449,10,81,37.9,15,82,6,1,63,0,1.56,27,16,11,0.76,1.27,19.9,17.6,2.3,0.16,0,18,21,0,25,32,0,0,0,76,7,12,36.8,"https://fbref.com/en/players/4b542852/Adam-Wharton","Adam Wharton","https://www.transfermarkt.com/adam-wharton/profil/spieler/744149"
"37","Adama Bojang","Reims","Ligue 1",20,2004-05-28,"Centre-Forward","GAM","27","right","1.91",5e+05,2024,9,0,83,0.9,0,0,0,0,0,0,1,0,1.3,1.3,0,1.3,2,1,8,0,0,0,0,0,1.38,0.05,1.43,1.38,1.43,0.9,0,4,1,25,4.34,1.08,0,0,16.9,0,0,0,0.32,-1.3,-1.3,17,27,63,182,66,14,19,73.7,1,2,50,1,1,100,0,0.1,0,1,0,0,0,1,27,23,4,0,0,0,1,0,0,0,0,0,17,0,3,2,2.17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,2,1,1,1,3,0,0,42,1,5,16,22,10,42,1,1,100,0,0,25,134,56,2,1,1,4,1,26,8,9,2.7,0,0,0,9,9,12,0.89,2,4,-2,-2.17,-2.08,3.8,2.3,1.6,1.72,0,4,1,1,1,1,0,0,0,3,1,3,25,"https://fbref.com/en/players/e606b6c0/Adama-Bojang","Adama Bojang","https://www.transfermarkt.com/adama-bojang/profil/spieler/1111912"
"38","Adama Soumaoro","Bologna","Serie A",32,1992-06-18,"Centre-Back","FRA","5","right","1.87",2e+06,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7b075c75/Adama-Soumaoro","Adama Soumaoro","https://www.transfermarkt.com/adama-soumaoro/profil/spieler/126673"
"39","Adama Traoré","Fulham","Premier League",28,1996-01-25,"Right Winger","ESP","11","right","1.78",9e+06,2024,17,1,377,4.2,2,3,5,2,0,0,2,0,1.5,1.5,0.7,2.2,29,16,48,0.48,0.72,1.19,0.48,1.19,0.36,0.17,0.53,0.36,0.53,4.2,2,11,7,63.6,2.63,1.67,0.18,0.29,16,0,0,0,0.14,0.5,0.5,97,139,69.8,1487,457,52,62,83.9,38,52,73.1,5,12,41.7,0.7,0.9,2.3,7,3,9,4,16,139,137,2,0,0,1,26,2,0,0,0,0,97,0,7,14,3.34,12,0,1,1,0,0,5,1.19,4,0,1,0,0,0,4,3,1,2,1,3,6,50,3,2,0,2,1,5,2,0,194,4,28,51,118,24,194,17,9,52.9,6,35.3,134,1227,676,29,13,13,13,9,154,48,22,11,1,78,0,16,19,2,1.06,11,13,-2,-0.48,-0.36,6.8,11.9,-5.1,-1.21,0,5,4,0,26,3,0,0,0,13,9,6,60,"https://fbref.com/en/players/9a28eba4/Adama-Traore","Adama Traoré","https://www.transfermarkt.com/adama-traore/profil/spieler/204103"
"40","Adel Mahamoud","Nantes","Ligue 1",21,2003-02-04,"Centre-Forward","COM","54","right","1.78",1e+05,2024,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,50,32,18,0,2,0,2,2,100,0,0,0,0,0,0,0,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,3,2,0,5,1,1,100,0,0,3,12,4,0,0,0,1,0,2,1,10,0.3,0,0,0,1,10,5,1,0,0,0,0,0.74,0,0.2,-0.2,-1.66,0,0,0,0,0,0,0,0,0,0,0,1,0,"https://fbref.com/en/players/69c9532c/Adel-Mahamoud","Adel Mahamoud","https://www.transfermarkt.com/adel-mahamoud/profil/spieler/952436"
"41","Ademola Lookman","Atalanta","Serie A",26,1997-10-20,"Left Winger","NGA","11","right","1.74",4e+07,2024,31,22,1894,21,11,7,18,11,0,0,4,0,9.1,9.1,5.2,14.3,72,97,222,0.52,0.33,0.86,0.52,0.86,0.43,0.25,0.68,0.43,0.68,21,11,67,24,35.8,3.18,1.14,0.16,0.46,14.3,0,0,0,0.14,1.9,1.9,635,838,75.8,9115,2499,376,441,85.3,201,247,81.4,29,74,39.2,5.2,4.8,1.8,50,46,32,2,97,838,759,79,6,6,4,69,8,52,20,17,0,635,0,28,101,4.81,65,10,16,4,4,2,14,0.67,9,1,2,1,1,0,20,15,2,11,7,8,22,36.4,14,19,0,19,9,29,0,1,1109,2,54,458,607,129,1109,87,39,44.8,37,42.5,699,4257,1972,72,42,35,66,42,866,222,61,55.4,22,73,4,9,32,1,1.61,33,26,7,0.33,-1.02,27.6,21.1,6.5,0.31,0,28,34,12,69,15,1,0,0,89,18,21,46.2,"https://fbref.com/en/players/7c104bb7/Ademola-Lookman","Ademola Lookman","https://www.transfermarkt.com/ademola-lookman/profil/spieler/406040"
"42","Adnan Januzaj","Sevilla","La Liga",29,1995-02-05,"Right Winger","BEL","25","left","1.86",2e+06,2024,8,0,193,2.1,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,1,9,17,0,0,0,0,0,0.28,0.02,0.3,0.28,0.3,2.1,0,6,1,16.7,2.8,0.47,0,0,16.8,0,0,0,0.1,-0.6,-0.6,70,88,79.5,1250,244,35,38,92.1,23,28,82.1,10,18,55.6,0,0.2,0,2,6,1,1,9,88,80,8,3,0,3,8,3,2,0,1,0,70,0,1,6,2.8,2,2,1,0,1,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,1,0,1,2,0,2,1,4,0,0,119,1,8,56,57,5,119,11,5,45.5,4,36.4,79,383,156,1,3,0,10,1,92,17,24,5.6,0,0,0,8,24,11,0.75,1,3,-2,-0.93,-0.82,1.8,3.9,-2.1,-1,0,3,9,0,8,3,0,0,0,9,3,1,75,"https://fbref.com/en/players/4737cebe/Adnan-Januzaj","Adnan Januzaj","https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847"
"43","Miki Bosch","Granada","La Liga",23,2001-06-09,"Centre-Back","ESP","-","right","1.9",1e+05,2024,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,78.6,211,61,6,7,85.7,2,2,100,3,5,60,0,0,0,0,2,0,0,1,14,13,1,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,17,2,10,8,0,0,17,0,0,0,0,0,8,86,43,1,0,0,0,0,9,1,26,0.8,0,0,0,1,26,12,0,2,2,0,0,1.09,0.7,1.6,-0.9,-3.16,0,0,0,0,0,1,0,0,1,2,0,1,0,"https://fbref.com/en/players/cb1e5807/Adri-Bosch","Adri Bosch","https://www.transfermarkt.com/miki-bosch/profil/spieler/707276"
